标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,任务类型
【抖音视频】护发素短视频点赞视频,https://task.epwk.com/1048924/,4835人,1人,¥7000,圆满完成,k8357****0,根据护发素产品的特性和品牌定位，创作一个有趣、有创意的视频脚本。脚本应该能够生动地展示护发素的积极效果和改善头发质量的能力，并在短短的时间内留下深刻的印象。展示我们的护发素产品的特点、效果和使用方法。,2022-09-14,2022.10.10,任务编号：1048924,7000.0,7天,广东-深圳市-市辖区,浅末工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音视频
【广告摄影】榻榻米广告摄影,https://task.epwk.com/1045344/,51人,1人,¥5000,圆满完成,k8530****3,将榻榻米的独特特点和风格展现出来，能够根据品牌的视觉风格和市场目标，设计出适合的场景、布景和道具等，以展示出榻榻米的魅力和风格。,2022-09-14,2022.10.10,任务编号：1045344,5000.0,5天,江西-南昌市-市辖区,浪漫使者,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,广告摄影
【抖音视频】花露水短视频点赞视频,https://task.epwk.com/1047319/,3152人,1人,¥7000,圆满完成,k6548****8,展示我们的花露水产品的功能、特点和优势，吸引目标受众的关注并促进他们对产品的兴趣和购买欲望。通过这个视频，我们希望能够向用户展示花露水的有效性、舒适性和安全性等方面。能够基于我们提供的产品资料和品牌定位，提供有吸引力和创意的视频创意和故事板。这包括拍摄场景、角色设定、情节设计等，以展示花露水的实际使用场景、防护效果和用户体验。,2022-09-14,2022.10.10,任务编号：1047319,7000.0,6天,广西-南宁市-市辖区,颠覆風雲,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音视频
【抖音视频】黑咖啡短视频渠道代运营视频,https://task.epwk.com/1048923/,870人,1人,¥7000,圆满完成,k2268****6,能够捕捉黑咖啡的颜色、气味和质感，展示它的诱人魅力和高品质。突出黑咖啡的口味特点和独特风味。展示我们的黑咖啡产品的丰富口味、独特风味和高品质。,2022-09-13,2022.10.09,任务编号：1048923,7000.0,8天,湖南-长沙市-市辖区,傲世有限公司,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音视频
【抖音视频】空调短视频点赞视频,https://task.epwk.com/1044653/,419人,1人,¥2000,圆满完成,k5910****1,强调产品的性能、节能、质量等卖点，在户外炎热的情境下，展示空调的降温效果等，以吸引目标受众和增加传播效果。,2022-09-12,2022.10.08,任务编号：1044653,2000.0,2天,广西-南宁市-市辖区,颠覆風雲,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音视频
【广告摄影】花露水广告摄影,https://task.epwk.com/1043218/,46人,1人,¥3500,圆满完成,k4115****3,需要以花露水为主体，围绕花露水进行构图，环境、包装、人物和其他与花露水相关的物品作为背景搭配，让花露水更加突出。主题以清新、舒适、健康为主要切入点。,2022-09-11,2022.09.23,任务编号：1043218,3500.0,3天,广东-广州市-市辖区,霸气横秋,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,广告摄影
【抖音视频】牛奶短视频平台视频,https://task.epwk.com/1050343/,1548人,1人,¥7000,圆满完成,k3019****5,具备创意和故事构建能力，编写吸引人的视频脚本，突出牛奶产品的独特之处和受众关注点。具备专业的摄影技巧和拍摄设备，能够拍摄清晰、高质量的视频镜头，展示牛奶产品的外观、倾倒过程、搅拌情景等，以呈现产品的诱人形象。确定视频的制作风格，可以选择幽默、轻松、活泼或时尚等，以符合目标受众的喜好和品牌定位。,2022-09-10,2022.10.06,任务编号：1050343,7000.0,10天,广西-南宁市-市辖区,颠覆風雲,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音视频
【纪录片】婚礼纪录片,https://task.epwk.com/1043214/,163人,1人,¥5000,圆满完成,k4873****3,婚礼录制是在婚礼当天进行的，重点记录新人的婚礼仪式以及仪式之前和之后的重要时刻。视频风格：风格要简洁、自然、高质量，效果做到看起来自然、生动。音乐配乐和音乐处理：选用适宜的背景音乐和配乐，使影片更加生动和令人向往。后期制作：包括剪辑、混音、特效和颜色校正等环节。影片交付格式：影片交付应根据新人选择的媒体进行选择，如高清晰度、Blu-ray碟片、USB移动存储器等，让新人和他们的家人方便地查看和分享影片。,2022-09-10,2022.09.25,任务编号：1043214,5000.0,5天,贵州-贵阳市-市辖区,江湖墨年,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,纪录片
【影视拍摄】猫砂视频拍摄,https://task.epwk.com/1013629/,519人,1人,¥3000,圆满完成,k7072****71,项目:猫砂视频拍摄，工期一个月,2022-09-10,2022.10.12,任务编号：1013629,3000.0,30天,内蒙古-赤峰市-市辖区,蒙创传媒,https://shop.epwk.com/2j5xogpwg5xm/,,,,,,,,,,,,,,,,,,,影视拍摄
【小红书营销】五香黄花鱼罐头小红书营销,https://task.epwk.com/1043651/,61人,1人,¥2500,圆满完成,k1326****3,通过精美的图片展示罐头的色泽和配料等特点，让用户产生购买欲望。可以拍摄一些优质宣传视频，展示罐头的优美外观和美味口感，让用户充分了解产品特点和使用方法，增加用户的购买意愿。,2022-09-10,2022.09.23,任务编号：1043651,2500.0,3天,广西-南宁市-市辖区,颠覆風雲,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,小红书营销
【抖音视频】凉鞋短视频平台认证视频,https://task.epwk.com/1044444/,206人,1人,¥1500,圆满完成,k9732****0,为了让凉鞋短视频平台视频更加吸引人，需要选择出色的模特和合适的穿着。模特的身材和气质需要符合凉鞋的品牌形象，让人看了即产生购买冲动。,2022-09-09,2022.10.05,任务编号：1044444,1500.0,3天,广西-南宁市-市辖区,颠覆風雲,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音视频
【小红书营销】拖鞋小红书营销,https://task.epwk.com/1042700/,116人,1人,¥4500,圆满完成,k4406****7,需要根据确定的策略，规划好发布内容，并保障内容的质量、创新、吸引力。采用实际但充满趣味的广告语言，注重视觉美感与小细节的触动等方面。,2022-09-09,2022.09.27,任务编号：1042700,4500.0,10天,浙江-杭州市-市辖区,ozwn499spehxzf,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,小红书营销
【抖音视频】无边框太阳镜短视频渠道加粉视频,https://task.epwk.com/1043654/,143人,1人,¥1500,圆满完成,k3525****7,需要展示其设计美感，防晒效果，舒适感等等。确保拍摄主题与品牌内容相关。多角度拍摄、慢动作或反向视频等，以此来更好地展示无边框太阳镜的设计和性能特点。,2022-09-07,2022.09.18,任务编号：1043654,1500.0,3天,辽宁-沈阳市-市辖区,故事老酒,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音视频
【抖音视频】防晒乳短视频渠道代运营视频,https://task.epwk.com/1043221/,495人,1人,¥3500,圆满完成,k3573****7,通过展示其防晒功效和舒适性等特点，来吸引观众的眼球，15秒的短视频，,2022-09-06,2022.09.22,任务编号：1043221,3500.0,3天,福建-福州市-市辖区,木雪涯设计工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音视频
【小红书营销】鸡爪小红书营销,https://task.epwk.com/1043220/,83人,1人,¥3500,圆满完成,k1842****7,"可以考虑制作相关美食短视频或发布有关鸡爪的图文文章，分享制作方法、品尝心得、口感评价等。
提供美味建议和厨艺教学，结合本身的感性评价，以及提供鸡爪健康、养生等相关知识背景等多方面进行营销。
短视频需要做到简洁明了、富有趣味性，同时要考虑到画面质量，适应各种手机屏幕比例",2022-09-05,2022.09.18,任务编号：1043220,3500.0,3天,辽宁-大连市-市辖区,彼岸红尘,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,小红书营销
【广告摄影】番茄酱广告摄影,https://task.epwk.com/1044652/,42人,1人,¥3000,圆满完成,k8446****7,需要选择合适的角度来展现番茄酱的颜色、质感和特点，如水平拍摄、俯视或斜角度等，以达到最佳的展示效果。需要对番茄酱的本色和颜色进行还原，调整适当的光线和色温，让颜色和质感更加真实生动。搭配合适的背景和道具，用以突出番茄酱形象和特点。,2022-09-01,2022.09.27,任务编号：1044652,3000.0,3天,江西-南昌市-市辖区,浪漫使者,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,广告摄影
【企业宣传片】口腔行业招商宣传片拍摄制作,https://task.epwk.com/1012348/,143人,1人,¥1350,圆满完成,k5381****92,项目:口腔行业招商宣传片拍摄制作称呼:姓白地区:地域不限需求:口腔行业招商宣传片拍摄制作，有样片视频可以提供，按照这个模式和解说剪辑一个，主要用于内部的招商会用的，需要提供报价，可能后续也有需要做自己公司的企业宣传片上线时间：未明确预算:联系报价 注意：联系说一品威客小丽推荐,2022-08-31,2022.09.16,任务编号：1012348,1350.0,4天,内蒙古-赤峰市-市辖区,蒙创传媒,https://shop.epwk.com/2j5xogpwg5xm/,,,,,,,,,,,,,,,,,,,企业宣传片
【抖音代运营】金丝皇菊茶短视频渠道代运营代运营,https://task.epwk.com/1045342/,50人,1人,¥3500,圆满完成,k5204****6,具备丰富的短视频平台认证代运营经验，能够制定出有效的营销计划，根据金丝皇菊茶品牌形象和产品特点，设计有针对性和实操性的短视频渠道加粉策略。熟悉短视频渠道代运营平台的规则和尺度，能够进行合规代运营，为用户呈现一个真实、生动和有趣的购买体验。,2022-08-25,2022.09.20,任务编号：1045342,3500.0,3天,辽宁-大连市-市辖区,彼岸红尘,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音代运营
【抖音代运营】牛筋肠短视频平台代运营,https://task.epwk.com/1047318/,86人,1人,¥12000,圆满完成,k5799****1,制定具有吸引力和创意的内容计划，包括视频拍摄、编辑、文案撰写等，以展示牛筋肠产品的特点、口感、创新食用方式等，吸引观众的关注并诱导购买。具备良好的视频拍摄和编辑能力，能够制作高质量的短视频内容，突出产品特点，并利用各种创意手段提升视频的观看和分享度。,2022-08-20,2022.09.15,任务编号：1047318,12000.0,10天,辽宁-大连市-市辖区,彼岸红尘,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音代运营
【图片处理】提供一张会议室培训照片,https://task.epwk.com/1010687/,717人,1人,¥200,圆满完成,xuwei0222,会议室，需求5至6个人，培训主题拍照。,2022-08-19,2022.08.19,任务编号：1010687,200.0,1天,广东省-东莞市,泽枫三维动画艺术设计工作室,https://shop.epwk.com/09drj16l153w/,,,,,,,,,,,,,,,,,,,图片处理
【创意短视频】企业活动宣传片视频制作,https://task.epwk.com/1010274/,3668人,12人,¥1100,圆满完成,皓悦,某地大型森林康养博览会及论坛的宣传片，无需拍摄，需要根据我方提供的文案找视频素材，剪辑合成。时长：5分钟要求：宣传片整体调性需大气、沉稳体现博览会举办的重要意义，体现人与自然和谐共生，体现森林康养的重要意义，体现政府背书的权威性。旁白需自己找合作的大气男声做配音，文案请加微信联系提供。提交小样即可，有任何疑问，均可微信联络。中标后再精细制作成品。中标者后续长期合作。,2022-08-16,2022.10.13,任务编号：1010274,1100.0,"6天,3天,4天,7天,5天,2天,7天,7天,3天","天津市-市辖区,山东省-青岛市,北京市-北京市-平谷区,贵州省-六盘水市-盘　县,山东省-青岛市-崂山区,湖北省-武汉市-江夏区,安徽省-合肥市,福建省-厦门市-思明区,甘肃省-兰州市-永登县",亘鼎文化,https://shop.epwk.com/89dvgv1ozdl2/,,,,,,,,,,,,,,,,,,,创意短视频
【抖音代运营】面膜短视频平台代运营,https://task.epwk.com/1042692/,70人,1人,¥3500,圆满完成,k1875****0,"根据目标受众和市场需求，制定细致的营销计划和策略，包括直播时间、内容主题、打造营销元素等，旨在吸引目标人群的关注，并提升专业性和优势。
面膜短视频渠道加粉代运营需要定期制作具有吸引力的视频内容，展示产品特性、功效和使用方法，并丰富内容形式和多样化。为了提升用户的体验和品牌认知度，可以尝试与达人合作、引入小剧场、产品实测等方式。",2022-08-16,2022.09.03,任务编号：1042692,3500.0,5天,湖北-武汉市-市辖区,o5859e2d96a608,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音代运营
【抖音代运营】水果黄瓜短视频点赞代运营,https://task.epwk.com/1044440/,69人,1人,¥1000,圆满完成,k1957****9,"通过短视频平台认证展示产品的品质和特色、提升用户粘性等等。
根据产品特点和目标受众，确定好每一次短视频平台直播的主题、时间、场景、道具等信息。",2022-08-15,2022.09.10,任务编号：1044440,1000.0,3天,辽宁-大连市-市辖区,彼岸红尘,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音代运营
【抖音代运营】小白鞋清洗神奇短视频渠道加粉代运营,https://task.epwk.com/1046202/,121人,1人,¥12000,圆满完成,k4548****0,"需要一个有短视频平台代运营经验和能力的代运营人员，能够帮助我们制作和发布高质量的短视频渠道代运营视频，以及增营销推广丝和提高曝光度。
任务要求：
视频制作和发布：具有出色的视频制作和剪辑技巧，能够制作出吸引人的小白鞋清洗神奇短视频平台短视频，并在短视频渠道代运营平台上发布和推广。
短视频渠道加粉账户管理：具有优秀的短视频平台认证账户管理能力，能够增新媒体运营丝和提高曝光度，提高产品的知名度和销量。
质量保证：整个任务需要经过严格的把关和审核，确保视频的效果和质量能够达到我们的预期要求。",2022-08-14,2022.09.09,任务编号：1046202,12000.0,5天,辽宁-大连市-市辖区,彼岸红尘,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,抖音代运营
