标题,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【复式设计】50平方复式装修设计,173人,1人,1000-3000元,圆满完成,复式设计,k1955****3,50平米挑高的复式房间，楼上是两个卧室，楼下是厨房客厅卫生间，要宜家风,2021-10-01,2021.10.13,任务编号：962801,2000.0,7天,四川省-成都市-市辖区,k233014984,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】简单的酒店外观设计,412人,1人,1000-3000元,圆满完成,娱乐休闲,k7680****6,大楼尽可能要大，大小自己定。设计出来的效果图真实感要强,2021-10-01,2021.10.13,任务编号：962941,2500.0,5天,浙江省-温州市-市辖区,毕索思空间设计,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】1万平方专科医院装修设计,216人,1人,1000元以内,圆满完成,医疗机构,k5117****9,面积：10000，需求：1.要求具有专业设计团队且能派人出现场。2.装饰装修全套设计。3.最好具有设计甲级资质的设计公司，或者具备设计能力的专业设计团队,2021-10-01,2021.10.13,任务编号：962936,80000.0,5天,四川省-绵阳市-市辖区,壹文餐饮咨询设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】loft小户型样板间设计,319人,1人,1000-3000元,圆满完成,样板间,k3184****5,楼层高度约为5米，面积为50平方米，实用主义为主，电视墙可由大小不同的储藏柜组成，合理利用空间,2021-10-01,2021.10.15,任务编号：962844,2500.0,5天,江苏省-南京市-市辖区,行者空间设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】农家小院2层房屋设计样板间,346人,1人,1000-3000元,圆满完成,样板间,k7477****5,255平方，想留个后院，街门坐北朝南开，有北方乡村特色,2021-10-01,2021.10.13,任务编号：962699,3000.0,7天,江苏省-南京市-市辖区,莫宁空间设计,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】二层复式别墅设计,326人,1人,1000-3000元,圆满完成,复式设计,k9381****3,"风格：地中海风，要求：1、房间地面采用地板,其它地面采用地砖或石材。2、二层阳台不要封闭，门口设计一大鞋柜。3、客厅电视背景墙主人家的意思是把楼梯那一面做起来 ，入门看不到楼梯的感觉。",2021-10-01,2021.10.14,任务编号：962692,3000.0,7天,江西省-上尧市-市辖区,福人设计,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】时尚酒店家庭房设计,148人,1人,1000-3000元,圆满完成,娱乐休闲,k4629****5,两个房间设计不同风格，床位摆放可自行安排，但要合理化，洗手间标高2.55  客房标高2.75,2021-10-01,2021.10.15,任务编号：962942,2000.0,5天,广东省-广州市-市辖区,专职店铺设计,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】商场儿童乐园装修设计,251人,1人,3000-5000元,圆满完成,娱乐休闲,k5117****9,风格：童真童趣卡通为主，颜色明亮，有超大海洋球池,2021-10-01,2021.10.14,任务编号：963087,4000.0,5天,黑龙江省-哈尔滨市-市辖区,毕索思空间设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】新中式样板间设计,217人,1人,1000元以内,圆满完成,样板间,k1909****2,有一套50几个平方米的房子，想要新中式风格，独居,2021-10-01,2021.10.15,任务编号：962845,800.0,6天,云南省-昆明市-市辖区,吉艺设计,,,,,,,,,,,,,,,,,,,,,,,
【自建房】自建房装修,358人,2人,1000元以内,圆满完成,自建房,k8363****8,装修风格：现代简约风格（最好可以提供VR图或者是3D图）设计要求：布局合理，收纳功能多，切合实际，符合预算要求，符合传统风水学,2021-10-01,2021.10.14,任务编号：962945,800.0,"6天,6天","湖北省-孝感市-市辖区,湖南省-常德市-市辖区",美力和合设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】环境导视标识设计,535人,1人,2万-5万元,圆满完成,导视设计,k8550****5,要和建筑环境和特点相结合，中式风格，能成为环境建筑物的点睛之笔,2021-10-01,2021.10.14,任务编号：962689,40000.0,5天,山东省-淄博市-市辖区,建维青年设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】给健身房各区域做导视设计,405人,2人,1万-2万元,圆满完成,导视设计,k7719****4,给五个不同的区域设计导视牌，伸展区、有氧训练室、无氧训练室、哑铃练习区、健康舞室与精神放松练习室,2021-10-01,2021.10.15,任务编号：962688,20000.0,"6天,6天","江西省-上尧市-市辖区,浙江省-温州市-市辖区",集之品空间设计,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】主卧室改造成复式结构,246人,1人,1000元以内,圆满完成,复式设计,k4374****4,卧室高2米8，想把床直接隔在1米以上的空间里，1米以下的空间可以做成衣橱,2021-10-01,2021.10.12,任务编号：962803,800.0,7天,江苏省-南京市-市辖区,雨正,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】顶层复式设计,233人,1人,1000-3000元,圆满完成,复式设计,k1957****9,楼上楼下都是两房一厅一卫，想要旋转楼梯，简约清新风格，总共120平,2021-10-01,2021.10.14,任务编号：962693,2500.0,5天,湖北省-孝感市-市辖区,宇众设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【自建房】自建房设计图纸,544人,1人,1000元以内,圆满完成,自建房,k6460****2,自建房设计图纸，宽11米，进深8米,2021-10-01,2021.10.13,任务编号：962946,1000.0,5天,江西省-上尧市-市辖区,永空间设计,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】私人诊所装修设计,151人,1人,1000-3000元,圆满完成,医疗机构,k5456****4,风格：高端大气，空间感强。要求：导诊台、诊室、材料室、会议室都要有,2021-10-01,2021.10.17,任务编号：962935,3000.0,6天,浙江省-温州市-市辖区,VIANO空间设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】工业区导视设计,213人,1人,2万-5万元,圆满完成,导视设计,k7892****3,我们工业园区要做标识导视系统，大门标识、园路指引标识、办公楼内大厅、走廊导示、公共服务设施标识等,2021-10-01,2021.10.15,任务编号：962691,35000.0,5天,贵州省-贵阳市-市辖区,小微餐饮设计公司,,,,,,,,,,,,,,,,,,,,,,,
【自建房】自建房设计,665人,1人,1000-3000元,圆满完成,自建房,k4790****7,房屋朝向西偏北，右边有邻居房屋紧靠着墙挨着墙。前面是街道，一层长23米，进深12.5米，从第二层开始前面可以飘出1.5米，左边也可以飘出1.5你，后面楼梯间可以飘出50公分。,2021-10-01,2021.10.12,任务编号：961323,2500.0,5天,四川省-成都市-市辖区,k728114711,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】复式空间设计需求,201人,1人,1000-3000元,圆满完成,复式设计,k4519****9,复式空间很大想要设计空余房间，2楼共3个卧室，想把其中2间卧室改造成书房和玩具房,2021-10-01,2021.10.13,任务编号：962695,3000.0,5天,上海市-上海市-市辖区,大象工程设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】店面实景样板间设计,194人,1人,1000-3000元,圆满完成,样板间,k2998****5,两层商铺，从事餐饮、超市、美发等均可，面积100平,2021-10-01,2021.10.14,任务编号：962843,2500.0,5天,湖北省-孝感市-市辖区,所见空间设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】精品商务酒店样板间设计,472人,2人,1000-3000元,圆满完成,样板间,k5846****2,主要给套房设计，70平，一面落地窗靠海，落地窗前放一个浴缸,2021-10-01,2021.10.12,任务编号：962698,3000.0,"7天,7天","江苏省-南京市-市辖区,浙江省-绍兴市-市辖区",艺浩空间设计,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】民俗酒店宴会大厅装修设计,181人,2人,1000-3000元,圆满完成,娱乐休闲,k5462****9,面积：640，要求：1、主要用于团体接待、婚宴用途。2、简洁明快、有民俗元素，屋顶无采光须考虑光源及效果。3、设计舞台、灯光、音响等,2021-10-01,2021.10.12,任务编号：963085,2500.0,"3天,5天","山东省-济南市-市辖区,甘肃省-兰州市-市辖区",新枫尚设计_品牌,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】时尚酒店标准房装修设计,173人,3人,1000-3000元,圆满完成,娱乐休闲,k6753****7,要求： 时尚简约有创意，中式风格的不考虑，需要精致时尚的风格，房间尺寸：长7.38米  宽3.9米,2021-10-01,2021.10.13,任务编号：963082,3000.0,"6天,6天,6天","浙江省-杭州市-市辖区,湖南省-长沙市-市辖区,河北省-石家庄市-市辖区",徐哲（独立设计师）,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】住宅小区标识导视系统设计,311人,1人,1万-2万元,圆满完成,导视设计,k4824****2,需要设计小区里导视类标识标牌，小区平面布局图，小区道路交叉处的导视牌，门牌号、楼栋号牌等等，风格要高端大气些,2021-10-01,2021.10.17,任务编号：962464,20000.0,8天,广东省-汕头市-市辖区,大地空间概念设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】贸易公司需要导视设计,270人,1人,1000-3000元,圆满完成,导视设计,k3011****5,要求：简约、大方、有立体感，有大胆创意，便于识别和记忆,2021-10-01,2021.10.11,任务编号：962461,3000.0,5天,山东省-潍坊市-市辖区,黑马创意装饰设计,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】复式楼客厅挑高设计,150人,1人,1000-3000元,圆满完成,复式设计,k6178****6,复式楼的客厅挑空，楼上楼下连成一体，要简约时尚风格，空间装饰不要太多,2021-10-01,2021.10.11,任务编号：962694,3000.0,3天,江苏省-南京市-市辖区,鹰目空间设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】公司楼层导视牌设计,293人,1人,1万-2万元,圆满完成,导视设计,k1955****3,传媒类的公司，指示牌要有个性，有创意，够醒目，拥有美感,2021-10-01,2021.10.11,任务编号：962463,15000.0,5天,江西省-南昌市-市辖区,合和设计,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】需要一个复式民宅的简单建施图，总建筑面积约400平米,262人,1人,1000-3000元,圆满完成,复式设计,k1282****3,我需要一个复式民宅的建施图，总建筑面积约400平米,2021-10-01,2021.10.15,任务编号：962468,3000.0,6天,四川省-成都市-市辖区,乔治室内设计,,,,,,,,,,,,,,,,,,,,,,,
【工程造价】建筑工程设计预算,321人,1人,1000-3000元,圆满完成,工程造价,k1821****2,要盖一个4层的自建住房，南北长11米东西宽7米,2021-10-01,2021.10.12,任务编号：963324,3000.0,3天,江西省-南昌市-市辖区,集之品空间设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】需要一套医院外环境导视系统设计,313人,2人,1万-2万元,圆满完成,导视设计,k5706****4,医院名称楼体标识；门诊部标识；住院部标识；急诊部标识；行政楼标识等,2021-10-01,2021.10.14,任务编号：962462,15000.0,"6天,6天","湖北省-孝感市-市辖区,江苏省-扬州市-市辖区",k573152429,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】酒店式loft装修设计,211人,3人,1000元以内,圆满完成,娱乐休闲,k5070****5,loft 单层面积54平米，楼上2个房间，设计简单大方，方便变动更换,2021-10-01,2021.10.15,任务编号：963086,800.0,"5天,5天,5天","内蒙古-包头市-市辖区,四川省-绵阳市-市辖区,河南省-商丘市-市辖区",永空间设计,,,,,,,,,,,,,,,,,,,,,,,
【自建房】自建房屋顶装修设计,123人,1人,1000元以内,圆满完成,自建房,k6497****6,整体一般能容纳10人左右活动，北面有烧烤台（多用途），洗衣槽（洗衣槽下可放滚筒洗衣机，防雨水淋湿）。材料可采用生态木或防腐木（村居前有这个材料），地面也可用地砖等，现混凝土厚3-4厘米，下有防漏层，小心弄破。,2021-10-01,2021.10.13,任务编号：963302,600.0,3天,陕西省-西安市-市辖区,领绘设计,,,,,,,,,,,,,,,,,,,,,,,
【样板间】别墅样板间设计,235人,1人,1万-2万元,圆满完成,样板间,k1361****1,三层别墅，最好有阳光房和隔音玻璃，合理利用空间，不想要过多的修饰,2021-10-01,2021.10.13,任务编号：962931,15000.0,5天,湖北省-孝感市-市辖区,山谷空间设计,,,,,,,,,,,,,,,,,,,,,,,
【商业建筑】厂房设计，一楼仓库展示厅，二楼办公会议,557人,2人,3000-5000元,圆满完成,商业建筑,k2268****6,厂房设计，一楼仓库 展示厅，二楼办公会议,2021-10-01,2021.10.14,任务编号：961325,5000.0,"6天,7天","云南省-昆明市-市辖区,山东省-淄博市-市辖区",新简筑设计,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】地产公司的门牌导视设计,475人,1人,2万-5万元,圆满完成,导视设计,k9093****5,公司大门口门牌、30间办公室的门牌导视设计,2021-10-01,2021.10.17,任务编号：962690,40000.0,5天,福建省-福州市-市辖区,锦轩装饰设计,,,,,,,,,,,,,,,,,,,,,,,
【工程造价】1200㎡的净化厂房工程造价,396人,2人,3000-5000元,圆满完成,工程造价,k7744****6,1200㎡，4米高的楼高，10万级净化工程，彩钢板做隔断、中央空调做净化设备、地板做环氧树脂+自流平的造价,2021-10-01,2021.10.10,任务编号：962948,4500.0,"4天,5天","浙江省-杭州市-市辖区,湖南省-常德市-市辖区",大王设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【工程造价】我需要造价工程预算结算套价定额,390人,1人,1000元以内,圆满完成,工程造价,k1711****6,造价工程预算结算套价定额,2021-10-01,2021.10.14,任务编号：963323,1000.0,5天,陕西省-西安市-市辖区,k898619036,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】停车场导视设计,188人,1人,1万-2万元,圆满完成,导视设计,k2327****8,停车场面积大概是7500.一系列的导视系统，跟大街上的交通导视牌一样,2021-10-01,2021.10.11,任务编号：962507,15000.0,5天,陕西省-西安市-市辖区,顶构定制家具展厅设计,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】需要复式楼圆形楼梯设计,256人,1人,1000元以内,圆满完成,复式设计,k9732****0,买了每层70平方左右的复式楼，想今后出租给办公用户，合理利用空间的楼梯设计,2021-10-01,2021.10.10,任务编号：962802,1000.0,3天,云南省-昆明市-市辖区,k898619036,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】体检中心装修设计,149人,1人,1000-3000元,圆满完成,医疗机构,k4465****5,主要分区：体检医疗区、培训科研区、办公与后勤保障区。走廊宽度最好在1.6m以上,2021-09-30,2021.10.13,任务编号：966864,3000.0,6天,山西省-太原市-市辖区,南粤设计,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】小区诊所装修设计,183人,1人,3000-5000元,圆满完成,医疗机构,k5064****6,风格：简约大气，医生办公室一间，一间大的注射室和护士操作间，操作间尽量用玻璃隔断。原材料使用环保材料,2021-09-30,2021.10.12,任务编号：966866,4000.0,5天,广西省-柳州市-市辖区,北易辰设计,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】药店装修设计,154人,1人,1000元以内,圆满完成,医疗机构,k3550****7,分四个区域，收银台、西药、中药、处方药,2021-09-30,2021.10.14,任务编号：966865,1000.0,6天,江苏省-南通市-市辖区,k666501960,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】特色酒店店面和总体设计,266人,1人,3000-5000元,圆满完成,娱乐休闲,k3305****4,我计划用自己的商铺开个特色酒店和餐厅， 2个商铺共400平方米，每个2层，第一层和2层做餐厅。4---11楼计划做小型手游开发娱乐室，房屋是框架的，总楼层12层。,2021-09-30,2021.10.12,任务编号：971421,4500.0,5天,湖南省-常德市-市辖区,途尚高端空间设计,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】情侣主题酒店装修设计,185人,1人,1000-3000元,圆满完成,娱乐休闲,k4406****7,8个商务房9个主题情侣房，情侣房有5个用圆形床 其余不限 每个房间不同风格,2021-09-30,2021.10.13,任务编号：967739,2000.0,5天,江苏省-无锡市-市辖区,大云设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】五星级酒店做导视设计,244人,1人,2万-5万元,圆满完成,导视设计,k5846****2,给酒店做一套完整的导视系统设计，包括紧急出口、消防设备，卫生间，咖啡厅，中餐厅，客房电梯等,2021-09-30,2021.10.15,任务编号：971416,40000.0,5天,浙江省-绍兴市-市辖区,k999995508,,,,,,,,,,,,,,,,,,,,,,,
