标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【单身公寓设计】复式楼装修设计效果图设计,https://task.epwk.com/501189/,5304人,16人,¥1008,圆满完成,单身公寓设计,mf133****8277,不好意思为难各位，自建房 中 复式楼装修设计3D效果    我只要设计2、3 楼这套复式楼。 中标后如果提供装修施工图水电施工 图 我另外付钱      我本人喜欢雅致 、简洁、注重细节，平时喜欢泡泡茶、喝喝咖啡、发发呆。  比较喜欢现代美式雅致大气耐看不容易过时和后现代休闲雅致，所以一直在纠结哪个好。设计颜色以白色为主，设计的东西可以简洁但要有特点。        1楼 留一个房间     其他就是餐厅、客厅、厨房、休闲区（可以发发呆，喝喝咖啡）、复试楼梯。 希望把餐厅、休闲区、厨房、 复试楼梯设计成客厅一部分。复试楼梯最为关键，我希望他是一个看点，要是可以坐在楼梯上发发呆那更好。2楼全都是房间。卫生间弄得大气一点有一张实木大板桌  看能不能帮我利用上去   长3m宽1m注；房子还在建设中，总的5层   （一楼和夹层是店面，  2、3楼是一套复式楼，4、5另一套复式楼）压缩文件里  有平面图    外观图   比较喜欢效果图,2017-05-13,2017.07.06,任务编号：501189,1008.0,,,道森装饰设计,https://shop.epwk.com/78dljj1ol5lx/,道森装饰设计,出售服务,https://shop.epwk.com/78dljj1ol5lx/chushou/,企业,六品,40分,,,道森装饰设计,,办公设计,价格面议,酒店设计,价格面议,SPA美容,价格面议,,,,,,,,,,,,
【施工图设计】要求改成两室南北通透型简欧装,https://task.epwk.com/500788/,3476人,10人,¥200,圆满完成,施工图设计,alwrcb,图型设计 要求改成两室南北通透型 可以简欧装风格 露天阳台朝北 附件图形是CAD模式 尺寸上 有一点点的问题 你懂的 毕竟不是专业的~！,2017-05-12,2017.06.02,任务编号：500788,200.0,,,mf15520066204,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】别墅门头设计,https://task.epwk.com/497401/,4561人,14人,¥1000,圆满完成,效果图设计,benww,"别墅室外门头改造设计效果图                概况：本任务附件中“原貌.zip”为别墅室外门头原貌，现对该别墅内外进行装修，并已拆除原室外门头（现况见本任务附件“现貌.zip”），针对拟新建门头效果征集效果图                                    设计要求：                                                                            1、大气、简洁;                                                                2、最大程度发挥想象力，确保门头效果;                注：中标威客需继续配合修改，直达修改到满意为止。                                    知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017-05-02,2017.09.14,任务编号：497401,1000.0,,,阅城设计,https://shop.epwk.com/3gd2m69wvner/,阅城设计,出售服务,https://shop.epwk.com/3gd2m69wvner/chushou/,企业,五品,60分,,,阅城设计,,插画设计,"￥3000
            /件",室内设计,"￥5000
            /套",房屋建筑设计,价格面议,,,,,,,,,,,,
【店铺厂房】服装店效果图设计,https://task.epwk.com/495511/,2537人,5人,¥650,圆满完成,店铺厂房,mf152****5533,2米8*13米6要求简单大方，主做地架，但是要求做效果不明白请直接电话联系15204755533,2017-04-25,2018.01.21,任务编号：495511,650.0,,,L设计室,https://shop.epwk.com/m7d7wzy6k5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】背景墙上公司名字LOGO布置设计,https://task.epwk.com/490052/,5047人,5人,¥150,圆满完成,效果图设计,mf138****6576,在附件挪威红铝塑板背景墙上，放以下两个公司名和公司LOGO，是水晶字，公司logo不用改，要做的就是布局和选择公司名字体和颜色。那个背景墙宽为2.67米，高度从顶端到前台桌面高度为1.67米，整个背景墙高2.54米，不过前面会放一个图片里的前台（宽1.8米，高1.05米）。里面的图片只是告诉你背景是什么样子，布置内容有哪些，请另起文件设计背景墙的布局、字体及颜色。背景墙内容：首先是我公司的全名及LOGO (“深圳市德祥建筑工程有限公司”，LOGO在附件）            然后是“一品威客网深圳服务中心”  LOGO见附件图片要求：1和谐美丽，视觉效果好，容易记住，上档次。2有源文件，广告公司可以直接制作。3要注明尺寸，字体及颜色。4有特殊要求的请说明。今天内交稿。,2017-04-07,2017.04.18,任务编号：490052,150.0,,,xiuye,https://shop.epwk.com/3gd2my67wner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】画一张街景效果图,https://task.epwk.com/489015/,3712人,5人,¥1000,圆满完成,效果图设计,o58d094ae2f337,一条街，二十个店面，分别是：1牙科医院、2工商银行、3移动电信手机店、4晨光文化用品店、5大学生助学中心、6李宁运动服装、7海淘线上线下、8毕业生物品置换中心、9艺术培训中心、10美发美容店、11水果超市、12小超市(24小时)、13邮政快递、复印、14微整形医院、15优胜教育(中小学学生辅导)、16谁的·咖啡、17课余休闲吧、18小宾馆、19勤工俭学实践基地、20书店。从左到右依次排列根据这一布局给画一张街景效果图，要求有视觉冲击力。,2017-04-03,2017.04.22,任务编号：489015,1000.0,,,峰华设计事务所,https://shop.epwk.com/zqdpl1zopn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】幼儿园墙体彩绘效果图设计,https://task.epwk.com/483472/,2371人,7人,¥150,圆满完成,效果图设计,wbq77777,要求色彩鲜艳，明快，墙体用色块覆盖，线条流畅整洁，符合建筑结构，便于施工，不要出现细小复杂的图案,2017-03-15,2017.04.17,任务编号：483472,150.0,,,爱创空间设计,https://shop.epwk.com/3gd2myj4wner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】乡镇的民兵器材库设计,https://task.epwk.com/482730/,6007人,7人,¥800,圆满完成,效果图设计,cxyl888888,按照规范化库室的标准要求，整合了民兵器材库和防汛物资 库，制作标准化的置物架，制定完善了《器材室管理细则》、《民兵活动制度》等规章制度，配备了迷彩服、铁铲、铁扫把、盾牌、十字镐、雨衣、雨鞋、救生衣、应急灯、安全绳等抢险救灾器材和装备，为确保我镇武装部民兵队伍更加出色完成抢险救灾，民兵训练，维 护稳定等各项任务提供物质保障。1、要求在墙面设置《器材室管理细则》、《民兵活动制度》等规章制度，设计新颖，大方。（可以加一下两学一做的口号）2、顶上迷彩网+党徽 3、地面中间放置夹浦镇地形图的沙盘，墙边放置置物架，置物架上面放迷彩服、铁铲、铁扫把、盾牌、十字镐、雨衣、雨鞋、救生衣、应急灯、安全绳等抢险救灾器材和装备要求一定新颖，具体可以联系我13587929198,2017-03-12,2017.03.30,任务编号：482730,800.0,,,道森装饰设计,https://shop.epwk.com/78dljj1ol5lx/,道森装饰设计,出售服务,https://shop.epwk.com/78dljj1ol5lx/chushou/,企业,六品,40分,,,道森装饰设计,,办公设计,价格面议,酒店设计,价格面议,SPA美容,价格面议,,,,,,,,,,,,
【效果图设计】小两房两厅效果图设计,https://task.epwk.com/480420/,3233人,14人,¥600,圆满完成,效果图设计,大漠狼,"1、 面积75M2,小两房两厅，具体可以见附件的尽寸图。总层高2800CM,客厅与餐厅的交接处都有一个60CM的梁.，2、想装修成日式清新风格，因为本房不居家少，所以想简洁有意境点3、要求厨房、餐厅，客厅以及两个房间，包括阳台、卫生间都出效果图，并有一张整体效果图。",2017-03-04,2017.05.15,任务编号：480420,600.0,,,厚名设计工作室,https://shop.epwk.com/09drjjz3353w/,厚名设计工作室,出售服务,https://shop.epwk.com/09drjjz3353w/chushou/,工作室,五品,28分,,,厚名设计工作室,,设计,￥1200,家装设计,￥150,,,,,,,,,,,,,,
【其他家装服务】女装店铺装修设计,https://task.epwk.com/461262/,7809人,24人,¥1000,圆满完成,其他家装服务,李荣332623,1:18平方，具体见附件2:偏休闲，中高端女装，精品店，设计风格想偏向复古风格3:要大方向的，店里的设计，衣服的摆设，试衣间的位置，怎么样才能出来一个整体的视觉效果就好！4:不用提供具体的设计参数，我想要的只是一个方向和思路，灯光效果不用考虑，设计理念仅作我方参考，谢谢5:图片后面的门是封死的，长4.5米，宽3.8米，高3.2米，参考下面附件。以右边立柱直接进去面积为准。备注：任务比较着急，希望各位设计师能尽快投稿，谢谢！,2016-11-28,2017.01.16,任务编号：461262,1000.0,,,厚名设计工作室,https://shop.epwk.com/09drjjz3353w/,厚名设计工作室,出售服务,https://shop.epwk.com/09drjjz3353w/chushou/,工作室,五品,28分,,,厚名设计工作室,,设计,￥1200,家装设计,￥150,,,,,,,,,,,,,,
【店铺厂房】茶饮店装修效果图设计,https://task.epwk.com/456530/,5747人,10人,¥800,圆满完成,店铺厂房,曹lyxs,铺面面积：41.52平方米 （8000mm＊5190mm）    铺面位置人流量一般，处于商业区的地下一层，附近有KFC\星巴克等饮品店店铺名称：元心茶屋 主营业务：以花茶、果茶、普洱、乌龙等健康茶饮为主的一个茶饮吧，现场冲泡，同时会提供：围棋、桌游等一些互动的小工具，是一个可以发呆，学习，休闲，交友体验健康生活的场所；茶屋以健康环保的消费理念为主。装修风格：不需要太复杂，主要是为了提交效果图给商场审批。注：因需要审批后才能施工，所以设计完成后，需商场审批通过，才算完成任务。 1、墙的 A.B面为墙体； C.D面为钢结构玻璃墙， 2、具体尺寸和大概布局图我已经手画了一个，参考附件中图片，若有不了解的加我微信：13648859115发送相关图片资料  3、整体风格以白色为主，稍带轻微的工业风感觉，但又需要结合花茶、果茶等的气质。茶饮视觉效果需要：简洁、大气、舒适。,2016-11-07,2016.11.21,任务编号：456530,800.0,,,追影空间设计,https://shop.epwk.com/j7n38go8e5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【园林设计】急征效果图设计,https://task.epwk.com/452458/,4205人,7人,¥350,圆满完成,园林设计,mf134****8023,我简单画了个框架，出个效果图，要体现出绿化和顶端车棚，一个视角就可以了，车棚用黑色彩钢瓦，就用附件的图片视角，两边房屋建模简单建下但要跟图片颜色差不多，效果图可以不要按我尺寸建那么大，能清楚表达意思，地面就用柏油路，一定按我要求走，图片上加上我公司名字，南京乾辉装饰工程有限公司，初稿满意者我会私聊，电话勿扰谢谢！,2016-10-21,2016.10.28,任务编号：452458,350.0,,,召唤设计,https://shop.epwk.com/qgdmjj0krdke/,召唤设计,出售服务,https://shop.epwk.com/qgdmjj0krdke/chushou/,个人,四品,40分,,,召唤设计,,室内设计/店铺设计,"￥2000
            /套",软装设计/家具陈设,价格面议,家具定制,"￥800
            /件",景观设计,"￥2600
            /套",自建房设计,"￥8000
            /套",家具/产品外观设计,"￥1600
            /套",,,,,,
【效果图设计】婚礼工作室装修效果图设计,https://task.epwk.com/451042/,5556人,12人,¥1000,圆满完成,效果图设计,网红温老师,婚礼工作室 装修效果图设计。设计要求：工作室名称：华格婚礼创意工作室效果风格：温馨，时尚，简约，干净。感觉要时尚为主。设计区域：沙发接待区，休闲洽谈区，经理办公区，员工办公区。（经理室里可设计一个隔断，摆放沙发谈事区）设计：壁纸换成适合婚礼工作室风格的，办公桌要简约的。使用地毯。 不限制设计师发挥想象，因为是婚礼创意工作室，效果感觉一定要时尚。附件：附件有一张平面图纸，12m＊12m。还有几张标柱的照片，之前的场地是一个茶室。现在风格都换掉。如果不清楚的可以联系18611116682，微信80255402，加微信。,2016-10-14,2016.10.31,任务编号：451042,1000.0,,,青藤室内设计工作室,https://shop.epwk.com/89dvgg71zdl2/,青藤室内设计工作室,出售服务,https://shop.epwk.com/89dvgg71zdl2/chushou/,工作室,八品,38分,,,青藤室内设计工作室,,家装3dmax效果图制作,价格面议,,,,,,,,,,,,,,,,
【效果图设计】外观鸟瞰效果图制作,https://task.epwk.com/448885/,2584人,6人,¥500,圆满完成,效果图设计,leledec,要求：按参考图要求出一个鸟瞰图。1、角度图片里有标明，房子外墙用参考图的四孔水泥板，阳台栏杆按参考图。2、房子外围栏按参考图。一共五个房子，后面四个相同，最后一个房子高，最前面的房子最低，坡度上建的房子。两天内对图。3、有不明白的可以直接电话18084663486聂工 备注：文件信息比较大，附件中是一部分参考图片，若要参与设计交稿的设计师请加qq：24983034。发送参考资料。,2016-09-30,2016.11.05,任务编号：448885,500.0,,,LOGO及效果图制作,https://shop.epwk.com/mod044e3r5yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
